SolNbr,Sno,Wt,x,y,z,l,w,h,WtLF,SAPer,OrderNbr,Volume
1.0,89,312.7030551144394,46.292083333333345,5.500249999999999,0.0,4.966666666666667,2.768,6.004166666666667,2.0,50.0,22.0,74.16666666666669
1.0,103,274.37171287460484,26.717333333333332,0.0,4.096083333333333,4.716,2.206666666666667,5.804166666666667,2.0,50.0,22.0,71.3888888888889
1.0,47,307.712,42.37375,0.0,0.0,4.112,2.446875,5.688,2.0,50.0,11.0,73.21654166666666
1.0,37,527.5547725527398,41.19208333333334,8.8365,0.0,6.765000000000001,1.139,5.48,2.0,50.0,6.0,50.49000000000001
1.0,43,236.88,35.59608333333334,8.026916666666667,0.0,5.52,1.8033333333333335,5.250666666666667,2.0,50.0,10.0,55.78222222222222
1.0,95,192.6654307317997,46.48575,0.0,0.0,3.656,1.7233333333333334,4.845,2.0,50.0,22.0,70.2
1.0,53,937.992,46.80675,2.555625,0.0,5.716,1.848,4.729375,2.0,50.0,13.0,80.36
1.0,51,744.819,46.80675,2.555625,4.729375,5.0365,2.404,4.720666666666666,2.0,50.0,12.0,54.93249999999999
1.0,26,669.3561852299024,9.155666666666667,8.68025,5.2875,5.353,0.507,4.641,2.0,50.0,5.0,73.35125
1.0,93,142.18910531913346,35.59608333333334,8.026916666666667,5.250666666666667,5.388,1.6933333333333334,3.903,2.0,50.0,22.0,43.76
1.0,35,255.60187694809593,41.19208333333334,8.8365,5.48,9.3585,0.54,3.5303333333333335,2.0,50.0,6.0,13.3481875
1.0,96,225.60796906844348,41.19075,2.555625,6.051583333333333,5.5760000000000005,1.8666666666666667,3.4276666666666666,2.0,50.0,22.0,31.85
1.0,83,157.91616363227257,42.37375,0.0,5.688,5.4079999999999995,2.4466666666666668,3.4090000000000003,2.0,50.0,22.0,36.77333333333334
1.0,117,233.81662797125483,13.391291666666667,8.93625,0.0,4.39875,0.968,2.817833333333333,2.0,50.0,25.0,8.08828125
1.0,118,106.07109764961203,41.19208333333334,5.500249999999999,6.66,8.626041666666667,0.5486666666666666,2.8044166666666666,2.0,50.0,25.0,13.96479861111111
1.0,28,161.49647477589485,9.155666666666667,9.187249999999999,5.2875,6.492416666666667,0.7526666666666666,2.4515833333333332,2.0,50.0,5.0,12.508347222222222
1.0,69,689.02,52.52275,0.0,0.0,5.5,7.504,2.3533333333333335,2.0,50.0,18.0,37.17333333333333
1.0,120,121.4378883360973,0.0,8.933666666666667,5.536583333333333,4.213875,0.524,2.2656666666666667,2.0,50.0,25.0,9.093583333333335
1.0,106,301.5040267033158,32.17241666666666,0.0,7.668958333333332,4.8500000000000005,3.996,1.9895,2.0,50.0,22.0,44.00666666666667
1.0,31,131.27381527316632,41.19208333333334,6.048916666666666,6.66,8.991,0.718,1.6053333333333333,2.0,50.0,5.0,20.601000000000003
1.0,105,79.49606556687078,52.52275,0.0,2.3533333333333335,4.44,5.7,1.5036666666666667,2.0,50.0,22.0,29.871111111111112
1.0,119,179.3032006633499,4.078666666666667,3.752,2.7405416666666667,6.929625,1.16,1.4693333333333332,2.0,50.0,25.0,18.626156249999998
1.0,27,182.13850571821442,9.155666666666667,9.187249999999999,7.739083333333333,6.708333333333333,0.7,1.3603333333333336,2.0,50.0,5.0,23.46351388888889
1.0,113,52.71769500492126,41.19208333333334,6.048916666666666,8.265333333333334,8.2225,0.6826666666666666,1.2991249999999999,2.0,50.0,24.0,7.319749999999999
1.0,122,17.581751927092927,20.877333333333333,4.864,8.433333333333334,8.938333333333333,0.6337499999999999,0.7469583333333333,2.0,50.0,25.0,2.7959573206018513
1.0,121,33.29262512348238,0.0,8.933666666666667,7.802249999999999,4.4115,0.274625,0.7409999999999999,2.0,50.0,25.0,1.5967834924768516
1.0,30,19.965574797934067,20.877333333333333,4.864,9.180291666666667,9.615916666666667,0.4631666666666667,0.6234999999999999,2.0,50.0,5.0,1.9678750000000003
1.0,116,6.6496567613496556,4.078666666666667,3.752,4.209875,5.0895,0.534375,0.463875,2.0,50.0,24.0,1.1520703125
1.0,36,16.0159677990092,30.372125000000004,5.500249999999999,9.5,9.529416666666666,0.4316666666666667,0.3605,2.0,50.0,6.0,2.4409218750000004
1.0,34,12.639151427876717,30.372125000000004,5.931916666666666,9.5,10.019583333333333,0.5401666666666667,0.3225,2.0,50.0,5.0,2.1549913194444446
2.0,54,882.303,0.0,0.0,0.0,4.235625,4.304,5.2875,2.0,50.0,14.0,81.0253125
2.0,46,766.469,0.0,0.0,5.2875,4.773083333333333,2.916,3.687833333333333,2.0,50.0,11.0,82.1731111111111
2.0,17,597.859812780191,0.0,2.916,5.2875,3.836,1.717875,2.907,2.0,50.0,4.0,46.8585
2.0,115,74.3944432483049,0.0,2.916,8.1945,3.3015000000000003,2.805,1.6088333333333331,2.0,50.0,24.0,13.146206597222223
2.0,33,563.2643697986288,0.0,4.304,0.0,2.8233333333333333,2.984,3.624,2.0,50.0,5.0,33.44
2.0,15,79.09315056560825,0.0,4.304,3.624,3.787166666666667,3.5572500000000002,1.3345,2.0,50.0,4.0,9.771000868055555
2.0,110,147.8110355143092,0.0,4.633875,4.9585,2.5033333333333334,3.052,1.9144999999999999,2.0,50.0,22.0,64.77333333333334
2.0,45,443.7,0.0,7.288,0.0,2.1866666666666665,2.216,3.499333333333333,2.0,50.0,11.0,91.61905555555553
2.0,112,386.04376499416554,0.0,7.86125,3.499333333333333,3.37875,1.8366666666666667,4.20925,2.0,50.0,23.0,47.61964120370371
2.0,32,249.23200233602554,2.1866666666666665,7.288,0.0,3.6450833333333335,1.68175,2.7405416666666667,2.0,50.0,5.0,27.768895833333332
2.0,100,295.1109864654206,2.8233333333333333,4.304,0.0,3.684,2.716666666666667,3.3848333333333334,2.0,50.0,22.0,62.50888888888889
2.0,13,224.48376112053143,3.787166666666667,4.304,3.3848333333333334,3.7327500000000002,2.34675,1.884,2.0,50.0,4.0,12.45825
2.0,91,326.15264888280234,3.787166666666667,4.633875,5.268833333333333,3.68,3.128,2.791666666666667,2.0,50.0,22.0,73.44444444444446
2.0,39,84.90599999999999,3.787166666666667,4.633875,8.060500000000001,4.193333333333333,3.568,1.896125,2.0,50.0,7.0,30.20111111111111
2.0,29,120.04011469966798,3.787166666666667,7.761875,2.7405416666666667,3.6585,1.211,3.4930000000000003,2.0,50.0,5.0,13.954500000000001
2.0,41,440.41222435600287,4.235625,0.0,0.0,5.716,4.151,3.293708333333333,2.0,50.0,9.0,78.39824999999999
2.0,98,197.04999830028606,4.235625,0.0,3.293708333333333,3.7033333333333336,2.624,1.9640833333333334,2.0,50.0,22.0,56.52111111111111
2.0,87,274.8200326668836,4.773083333333333,0.0,5.257791666666666,2.4266666666666667,3.488,4.095833333333333,2.0,50.0,22.0,66.05555555555557
2.0,70,311.36,6.507333333333333,4.304,0.0,3.8033333333333337,4.892,2.71425,2.0,50.0,19.0,27.3
2.0,49,415.332,7.519916666666667,4.304,2.71425,4.21225,3.608,4.884833333333333,2.0,50.0,11.0,64.81620833333332
2.0,90,260.59932885580116,7.519916666666667,7.912000000000001,2.71425,2.49,2.06,3.9305,2.0,50.0,22.0,65.52000000000001
2.0,94,270.1350908375705,7.938958333333334,0.0,3.293708333333333,2.23,2.912,4.51125,2.0,50.0,22.0,41.6
2.0,86,219.55116867475735,9.951625,0.0,0.0,3.0333333333333337,3.2640000000000002,2.4325,2.0,50.0,22.0,60.10666666666667
2.0,104,250.4000535814592,10.168958333333334,0.0,2.4325,2.876666666666667,3.752,5.454,2.0,50.0,22.0,54.98888888888889
2.0,88,131.4294303044431,10.310666666666666,4.304,0.0,4.91,4.864,2.4850000000000003,2.0,50.0,22.0,38.5
2.0,40,375.452,11.732166666666668,4.304,2.4850000000000003,5.2091666666666665,3.7279999999999998,4.479,2.0,50.0,8.0,22.451666666666668
2.0,56,538.8031205371044,13.045625000000001,0.0,0.0,5.500249999999999,4.078666666666667,6.157,2.0,50.0,15.0,73.20021527777777
2.0,2,164.3278811881188,13.045625000000001,0.0,6.157,3.21,2.7800000000000002,2.73375,2.0,50.0,2.0,41.01
2.0,38,137.67363981494032,16.255625000000002,0.0,6.157,2.4154166666666668,3.1439166666666667,3.3956666666666666,2.0,50.0,6.0,12.093973668981484
2.0,42,360.72180650288067,16.941333333333333,4.304,0.0,6.154166666666667,4.3155,3.622125,2.0,50.0,9.0,74.86171875
2.0,123,354.538369879,16.941333333333333,4.304,3.622125,4.9366666666666665,4.492,3.9049166666666664,2.0,50.0,25.0,32.638888888888886
2.0,99,265.4142834248751,18.545875000000002,0.0,0.0,5.9559999999999995,4.053333333333334,5.178833333333333,2.0,50.0,22.0,40.83777777777778
2.0,102,245.2197183816781,18.671041666666667,0.0,5.178833333333333,2.8033333333333337,2.6399999999999997,4.29825,2.0,50.0,22.0,71.06
2.0,108,236.95494301101903,21.474375000000002,0.0,5.178833333333333,4.968,2.8866666666666667,4.316333333333334,2.0,50.0,22.0,35.98222222222223
2.0,85,164.1881575262525,21.878,4.304,3.622125,2.232,4.51,3.8645833333333335,2.0,50.0,22.0,50.821111111111115
2.0,92,102.05551751433832,23.0955,4.304,0.0,3.7733333333333334,4.368,3.3985,2.0,50.0,22.0,39.24666666666667
2.0,16,234.15539708717566,24.11,4.304,3.3985,4.036,2.456666666666667,4.2059999999999995,2.0,50.0,4.0,58.96
2.0,3,182.66400000000002,24.501875000000002,0.0,0.0,4.953333333333333,3.18,4.654999999999999,2.0,50.0,3.0,103.69777777777777
2.0,97,168.89103214725674,26.442375000000002,0.0,4.654999999999999,2.6366666666666667,3.436,3.8703333333333334,2.0,50.0,22.0,40.38444444444445
2.0,107,153.63919281393314,28.146,4.304,0.0,4.066666666666666,4.764,5.4126666666666665,2.0,50.0,22.0,59.34
2.0,84,107.17981274008459,28.146,4.304,5.4126666666666665,2.7433333333333336,4.836,3.83175,2.0,50.0,22.0,48.27333333333333
2.0,109,115.76961996014577,32.212666666666664,0.0,0.0,4.763333333333334,5.84,4.9857499999999995,2.0,50.0,22.0,35.93333333333333
2.0,57,826.8664111071738,32.212666666666664,5.84,0.0,4.725,2.452,7.1241666666666665,2.0,50.0,15.0,104.01975
2.0,124,752.7086788280817,10.310666666666666,9.168,0.0,9.625,0.5900000000000001,8.433333333333334,2.0,50.0,25.0,81.59722222222221
2.0,69,689.02,36.976,0.0,0.0,5.5,7.504,2.3533333333333335,2.0,50.0,18.0,37.17333333333333
2.0,9,678.2691191842234,28.146,9.068000000000001,0.0,14.934375,0.8913333333333333,3.419,2.0,50.0,4.0,43.6995
2.0,26,669.3561852299024,19.935666666666666,9.168,0.0,5.353,0.507,4.641,2.0,50.0,5.0,73.35125
2.0,44,605.7,42.476,0.0,0.0,4.293333333333333,4.4944999999999995,7.668958333333332,2.0,50.0,11.0,46.170677083333324
2.0,12,543.5567613605568,28.146,9.14,3.419,6.565999999999999,0.5053333333333333,5.616,2.0,50.0,4.0,24.949166666666663
2.0,10,529.0141884044506,36.976,0.0,2.3533333333333335,1.337,5.928541666666666,6.734,2.0,50.0,4.0,58.63866666666666
2.0,37,527.5547725527398,36.976,5.928541666666666,2.3533333333333335,6.765000000000001,1.139,5.48,2.0,50.0,6.0,50.49000000000001
2.0,11,459.90720023925104,32.212666666666664,8.292,0.0,14.022,0.667,6.658024999999999,2.0,50.0,4.0,91.32656041666665
2.0,48,441.336,46.769333333333336,0.0,0.0,2.555625,5.9079999999999995,7.491833333333333,2.0,50.0,11.0,82.28508333333333
2.0,55,318.6644332055536,46.769333333333336,5.9079999999999995,0.0,5.223958333333333,4.064,9.5,2.0,50.0,15.0,51.56666666666666
2.0,89,312.7030551144394,38.313,0.0,2.3533333333333335,2.768,4.966666666666667,6.004166666666667,2.0,50.0,22.0,74.16666666666669
2.0,47,307.712,29.455208333333335,0.0,0.0,2.446875,4.112,5.688,2.0,50.0,11.0,73.21654166666666
2.0,106,301.5040267033158,16.941333333333333,4.304,7.527041666666666,3.996,4.8500000000000005,1.9895,2.0,50.0,22.0,44.00666666666667
2.0,103,274.37171287460484,49.324958333333335,0.0,0.0,2.206666666666667,4.716,5.804166666666667,2.0,50.0,22.0,71.3888888888889
2.0,25,256.033272965087,49.324958333333335,4.716,0.0,5.4550833333333335,0.8066666666666666,8.071,2.0,50.0,5.0,37.07977777777778
2.0,35,255.60187694809593,34.712,9.14,3.419,9.3585,0.54,3.5303333333333335,2.0,50.0,6.0,13.3481875
2.0,43,236.88,51.531625000000005,0.0,0.0,5.52,1.8033333333333335,5.250666666666667,2.0,50.0,10.0,55.78222222222222
2.0,117,233.81662797125483,16.255625000000002,3.1439166666666667,6.157,4.39875,0.968,2.817833333333333,2.0,50.0,25.0,8.08828125
2.0,23,233.67587280202554,29.455208333333335,0.0,5.688,1.152,4.050000000000001,3.4930000000000003,2.0,50.0,4.0,16.333333333333336
2.0,96,225.60796906844348,32.212666666666664,0.0,4.9857499999999995,1.8666666666666667,5.5760000000000005,3.4276666666666666,2.0,50.0,22.0,31.85
2.0,111,221.21044383783234,51.531625000000005,1.8033333333333335,0.0,5.596,2.526666666666667,7.650666666666666,2.0,50.0,23.0,73.1288888888889
2.0,95,192.6654307317997,51.99329166666667,5.9079999999999995,0.0,1.7233333333333334,3.656,4.845,2.0,50.0,22.0,70.2
2.0,101,187.91324093364477,53.71662500000001,5.9079999999999995,0.0,5.616,2.6566666666666667,6.051583333333333,2.0,50.0,22.0,46.459999999999994
2.0,27,182.13850571821442,7.9805,4.304,7.599083333333333,6.708333333333333,0.7,1.3603333333333336,2.0,50.0,5.0,23.46351388888889
2.0,119,179.3032006633499,42.476,0.0,7.668958333333332,6.929625,1.16,1.4693333333333332,2.0,50.0,25.0,18.626156249999998
2.0,6,169.28590508931268,51.531625000000005,0.0,5.250666666666667,6.5625,1.491,3.3320000000000003,2.0,50.0,4.0,20.883333333333333
2.0,28,161.49647477589485,19.935666666666666,9.168,4.641,6.492416666666667,0.7526666666666666,2.4515833333333332,2.0,50.0,5.0,12.508347222222222
2.0,83,157.91616363227257,53.71662500000001,5.9079999999999995,6.051583333333333,5.4079999999999995,2.4466666666666668,3.4090000000000003,2.0,50.0,22.0,36.77333333333334
2.0,7,150.20291340503127,4.235625,2.916,3.293708333333333,5.58125,0.6743333333333333,1.3253333333333335,2.0,50.0,4.0,14.792361111111113
2.0,93,142.18910531913346,57.12762500000001,0.0,0.0,1.6933333333333334,5.388,3.903,2.0,50.0,22.0,43.76
2.0,21,141.5288262758124,10.310666666666666,9.168,8.433333333333334,8.1375,0.6930000000000001,1.2646666666666666,2.0,50.0,4.0,19.322916666666668
2.0,114,138.23674540682413,3.787166666666667,8.972875,0.0,2.630333333333333,0.7313333333333333,6.69,2.0,50.0,24.0,21.56266666666666
2.0,31,131.27381527316632,32.212666666666664,8.292,6.658024999999999,8.991,0.718,1.6053333333333333,2.0,50.0,5.0,20.601000000000003
2.0,120,121.4378883360973,3.787166666666667,8.972875,6.69,4.213875,0.524,2.2656666666666667,2.0,50.0,25.0,9.093583333333335
2.0,18,110.06004506283246,7.519916666666667,8.201875,6.64475,4.45,0.673,2.072,2.0,50.0,4.0,17.45625
2.0,4,108.60763977607954,19.935666666666666,9.168,7.092583333333334,5.7,0.712,1.995,2.0,50.0,4.0,10.922916666666667
2.0,118,106.07109764961203,34.712,9.14,6.949333333333334,8.626041666666667,0.5486666666666666,2.8044166666666666,2.0,50.0,25.0,13.96479861111111
2.0,5,105.7028292025737,16.941333333333333,8.6195,0.0,4.81875,0.5469999999999999,2.569,2.0,50.0,4.0,18.170833333333334
2.0,14,104.89593737659983,36.976,7.067541666666666,2.3533333333333335,7.58125,0.41666666666666663,2.4290000000000003,2.0,50.0,4.0,7.622222222222222
2.0,105,79.49606556687078,42.476,1.16,7.668958333333332,5.7,4.44,1.5036666666666667,2.0,50.0,22.0,29.871111111111112
2.0,113,52.71769500492126,32.212666666666664,8.292,8.263358333333333,8.2225,0.6826666666666666,1.2991249999999999,2.0,50.0,24.0,7.319749999999999
2.0,22,37.78103993341876,3.787166666666667,8.972875,8.955666666666668,4.793541666666666,0.4876666666666667,0.7009166666666666,2.0,50.0,4.0,2.1933606770833336
2.0,8,35.7724924604926,3.787166666666667,8.201875,6.233541666666667,2.5795833333333333,0.49124999999999996,3.5469166666666667,2.0,50.0,4.0,3.5250390625
2.0,121,33.29262512348238,0.0,0.0,8.975333333333332,4.4115,0.274625,0.7409999999999999,2.0,50.0,25.0,1.5967834924768516
2.0,19,28.102641444804483,19.935666666666666,9.168,9.087583333333335,9.702416666666666,0.7927500000000001,0.45824999999999994,2.0,50.0,4.0,2.505396412037037
2.0,20,25.15375440530482,7.519916666666667,8.201875,8.716750000000001,7.302041666666667,0.3564166666666667,0.6326666666666666,2.0,50.0,4.0,2.5532267071759263
2.0,24,21.725988273920596,19.935666666666666,9.168,9.545833333333334,10.603458333333332,0.3021666666666667,0.3157916666666667,2.0,50.0,4.0,1.7583327546296297
2.0,30,19.965574797934067,36.976,5.928541666666666,7.833333333333334,9.615916666666667,0.4631666666666667,0.6234999999999999,2.0,50.0,5.0,1.9678750000000003
2.0,122,17.581751927092927,36.976,5.928541666666666,8.456833333333334,8.938333333333333,0.6337499999999999,0.7469583333333333,2.0,50.0,25.0,2.7959573206018513
2.0,36,16.0159677990092,19.935666666666666,9.470166666666666,9.545833333333334,9.529416666666666,0.4316666666666667,0.3605,2.0,50.0,6.0,2.4409218750000004
2.0,34,12.639151427876717,32.212666666666664,8.292,9.562483333333333,10.019583333333333,0.5401666666666667,0.3225,2.0,50.0,5.0,2.1549913194444446
2.0,116,6.6496567613496556,4.235625,2.916,4.619041666666666,5.0895,0.534375,0.463875,2.0,50.0,24.0,1.1520703125
3.0,109,115.76961996014577,0.0,0.0,0.0,4.763333333333334,5.84,4.9857499999999995,2.0,50.0,22.0,35.93333333333333
3.0,88,131.4294303044431,0.0,0.0,4.9857499999999995,4.91,4.864,2.4850000000000003,2.0,50.0,22.0,38.5
3.0,39,84.90599999999999,0.0,0.0,7.47075,4.193333333333333,3.568,1.896125,2.0,50.0,7.0,30.20111111111111
3.0,99,265.4142834248751,0.0,5.84,0.0,5.9559999999999995,4.053333333333334,5.178833333333333,2.0,50.0,22.0,40.83777777777778
3.0,41,440.41222435600287,0.0,5.84,5.178833333333333,5.716,4.151,3.293708333333333,2.0,50.0,9.0,78.39824999999999
3.0,42,360.72180650288067,4.763333333333334,0.0,0.0,6.154166666666667,4.3155,3.622125,2.0,50.0,9.0,74.86171875
3.0,29,120.04011469966798,4.763333333333334,4.3155,0.0,3.6585,1.211,3.4930000000000003,2.0,50.0,5.0,13.954500000000001
3.0,123,354.538369879,4.91,0.0,3.622125,4.9366666666666665,4.492,3.9049166666666664,2.0,50.0,25.0,32.638888888888886
3.0,68,173.34,4.91,0.0,7.527041666666666,3.0826666666666664,4.0005,1.7690833333333333,2.0,50.0,17.0,20.976
3.0,56,538.8031205371044,5.9559999999999995,5.84,0.0,5.500249999999999,4.078666666666667,6.157,2.0,50.0,15.0,73.20021527777777
3.0,70,311.36,5.9559999999999995,5.84,6.157,4.892,3.8033333333333337,2.71425,2.0,50.0,19.0,27.3
3.0,115,74.3944432483049,7.992666666666667,0.0,7.527041666666666,3.3015000000000003,2.805,1.6088333333333331,2.0,50.0,24.0,13.146206597222223
3.0,32,249.23200233602554,9.846666666666668,0.0,3.622125,1.68175,3.6450833333333335,2.7405416666666667,2.0,50.0,5.0,27.768895833333332
3.0,92,102.05551751433832,10.9175,0.0,0.0,3.7733333333333334,4.368,3.3985,2.0,50.0,22.0,39.24666666666667
3.0,107,153.63919281393314,11.456249999999999,5.84,0.0,4.764,4.066666666666666,5.4126666666666665,2.0,50.0,22.0,59.34
3.0,108,236.95494301101903,11.456249999999999,5.84,5.4126666666666665,4.968,2.8866666666666667,4.316333333333334,2.0,50.0,22.0,35.98222222222223
3.0,3,182.66400000000002,11.528416666666669,0.0,3.3985,4.953333333333333,3.18,4.654999999999999,2.0,50.0,3.0,103.69777777777777
3.0,67,977.255,14.690833333333334,0.0,0.0,3.06,4.616,2.71425,2.0,50.0,17.0,78.705
3.0,87,274.8200326668836,14.690833333333334,3.18,2.71425,3.488,2.4266666666666667,4.095833333333333,2.0,50.0,22.0,66.05555555555557
3.0,98,197.04999830028606,14.690833333333334,3.18,6.810083333333333,3.7033333333333336,2.624,1.9640833333333334,2.0,50.0,22.0,56.52111111111111
3.0,66,1374.464,16.22025,5.84,0.0,4.576,4.140000000000001,4.442666666666666,2.0,50.0,17.0,41.75888888888889
3.0,65,476.52,16.42425,5.84,4.442666666666666,4.923333333333334,3.252,4.7170000000000005,2.0,50.0,17.0,72.23833333333334
3.0,38,137.67363981494032,16.48175,0.0,2.71425,2.4154166666666668,3.1439166666666667,3.3956666666666666,2.0,50.0,6.0,12.093973668981484
